pos.TSS	pos.TES	nb.TSS	nb.TES	RNA-seq	coverage
Pa_3_5120.G	NA	NA	NA	NA	NA	NA
Pa_3_5124.G	NA	NA	NA	NA	NA	NA
Pa_3_5130.G	NA	NA	NA	NA	NA	NA
Pa_3_5140.G	NA	NA	NA	NA	NA	NA
Pa_3_5145.G	NA	NA	NA	NA	NA	NA
Pa_3_5150.G	2433704;2433691	2430982;2430981	2	2	ERR2224050;ERR2224051	75
Pa_3_5160.G	2433922;2433848	2435477;2435381	2	2	ERR2224048;ERR2224050	100
Pa_3_5170.G	2436461;2436460	2439026;2439025	2	2	ERR2224049;ERR2224050	50
Pa_3_5180.G	NA	NA	NA	NA	NA	NA
Pa_3_5190.G	NA	NA	NA	NA	NA	NA
Pa_3_5220.G	2445112	2448896	1	1	ERR2224051	10
Pa_3_5225.G	2449485	2448906	1	1	ERR2224050	250
Pa_3_5230.G	NA	NA	NA	NA	NA	NA
Pa_3_5240.G	2458035;2458060;2458012;2457714;2458037;2457222;2458025;2458042;2458039	2454350;2453908;2454345;2453499;2453908;2454336;2454338;2453904;2454338	9	7	SRR3197704;SRR3197705;SRR6960209;SRR6960212;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222	25
Pa_3_5250.G	2464832;2464860	2463732;2463439	2	2	ERR2224047;ERR2224048	2500
Pa_3_5260.G	2465276	2467070	1	1	SRR3197710	100
Pa_3_5270.G	2467139	2468102	1	1	SRR6960219	10
Pa_3_5280.G	2469619;2469659;2469620;2469584;2469564;2469449;2469550;2469575;2469575;2469557;2469499;2469568;2469557;2469543	2468081;2468081;2467999;2468040;2468052;2468040;2468039;2468050;2468018;2468016;2468017;2467999;2467990;2467991	12	11	ERR2224046;ERR2224048;ERR2224050;SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960213;SRR6960217;SRR6960221;SRR6960222	100
Pa_3_5290.G	2469917;2469872	2470428;2470421	2	2	ERR2224048;ERR2224051	750
Pa_3_5300.G	2471153	2475222	1	1	ERR2224050	100
Pa_3_5305.G	NA	NA	NA	NA	NA	NA
Pa_3_5310.G	NA	NA	NA	NA	NA	NA
Pa_3_5320.G	2485569;2485410	2482916;2482443	2	2	ERR2224048;ERR2224051	1000
Pa_3_5330.G	2492175	2493057	1	1	SRR3197702	250
Pa_3_5340.G	NA	NA	NA	NA	NA	NA
Pa_3_5350.G	NA	NA	NA	NA	NA	NA
Pa_3_5360.G	2501079;2501055;2501055	2499940;2499927;2499927	2	2	ERR2224050;SRR6960213;SRR6960218	2500
Pa_3_5370.G	2501285;2501291;2501295;2501336;2501320;2501307;2501344;2501295;2501302;2501306;2501314	2502798;2502726;2502514;2502646;2502526;2502548;2502525;2502544;2502516;2502536;2502545	10	11	ERR2224048;SRR3197705;SRR3197709;SRR6960207;SRR6960209;SRR6960214;SRR6960215;SRR6960216;SRR6960218;SRR6960221;SRR6960222	25
Pa_3_5380.G	2503350	2505126	1	1	ERR2224050	2500
Pa_3_5390.G	2508636;2508662;2508730	2506623;2506606;2506622	3	3	SRR6960217;SRR6960219;SRR6960222	50
Pa_3_5400.G	2509070;2509267	2512608;2512610	2	2	SRR6960217;SRR6960222	50
Pa_3_5420.G	NA	NA	NA	NA	NA	NA
Pa_3_5424.G	NA	NA	NA	NA	NA	NA
Pa_3_5428.G	2518211	2520741	1	1	ERR2224051	25
Pa_3_5430.G	NA	NA	NA	NA	NA	NA
Pa_3_5440.G	2525874	2524644	1	1	SRR6960225	25
Pa_3_5450.G	2526071	2528493	1	1	ERR2224048	25
Pa_3_5460.G	NA	NA	NA	NA	NA	NA
Pa_3_5470.G	NA	NA	NA	NA	NA	NA
Pa_3_5480.G	NA	NA	NA	NA	NA	NA
Pa_3_5490.G	2537235	2536031	1	1	ERR2224051	500
Pa_3_5500.G	NA	NA	NA	NA	NA	NA
Pa_3_5503.G	NA	NA	NA	NA	NA	NA
Pa_3_5505.G	NA	NA	NA	NA	NA	NA
Pa_3_5510.G	NA	NA	NA	NA	NA	NA
Pa_3_5520.G	NA	NA	NA	NA	NA	NA
Pa_3_5530.G	2548025;2548285	2546115;2546093	2	2	ERR2224050;SRR6960222	10
Pa_3_5540.G	2551656	2548916	1	1	SRR6960222	10
Pa_3_5550.G	NA	NA	NA	NA	NA	NA
Pa_3_5560.G	2555923	2554289	1	1	SRR3197704	25
Pa_3_5570.G	NA	NA	NA	NA	NA	NA
Pa_3_5580.G	2561517	2559963	1	1	SRR3197701	25
Pa_3_5610.G	2571211	2572965	1	1	ERR2224051	250
Pa_3_5620.G	NA	NA	NA	NA	NA	NA
Pa_3_5630.G	2579856;2579853	2579093;2579088	2	2	SRR6960217;SRR6960222	15000
Pa_3_5640.G	2585246	2586582	1	1	ERR2224050	100
Pa_3_5650.G	2587204;2587204	2587907;2587901	1	2	ERR2224048;ERR2224049	2500
Pa_3_5660.G	2590645;2590640	2588704;2588698	2	2	SRR6960219;SRR6960221	250
Pa_3_5665.G	NA	NA	NA	NA	NA	NA
Pa_3_5670.G	NA	NA	NA	NA	NA	NA
Pa_3_5680.G	NA	NA	NA	NA	NA	NA
Pa_3_5685.G	2598680;2598574;2598945	2600585;2600574;2600589	3	3	SRR6960220;SRR6960222;SRR6960223	10
Pa_3_5690.G	2603935;2603953	2601824;2601825	2	2	SRR6960209;SRR6960219	1000
Pa_3_5700.G	NA	NA	NA	NA	NA	NA
Pa_3_5705.G	2613451;2613929	2615396;2615204	2	2	ERR2224048;SRR6960214	10
Pa_3_5710.G	2615771;2615770	2616637;2616651	2	2	SRR3197702;SRR3197703	1000
Pa_3_5720.G	2617327;2616882;2616801;2616905;2616865;2616837	2620910;2620914;2620926;2620913;2620920;2620920	6	5	SRR3197702;SRR3197703;SRR3197705;SRR3197711;SRR6960217;SRR6960219	25
Pa_3_5730.G	2621279;2621304	2622381;2622387	2	2	SRR6960209;SRR6960222	100
Pa_3_5740.G	2623956;2623921	2622547;2622598	2	2	ERR2224050;ERR2224051	100
Pa_3_5750.G	2625087	2624238	1	1	ERR2224050	1000
Pa_3_5760.G	2625280;2625394	2627148;2627109	2	2	ERR2224048;ERR2224050	250
Pa_3_5770.G	NA	NA	NA	NA	NA	NA
Pa_3_5790.G	2629117;2629126	2630275;2630242	2	2	SRR3197702;SRR3197710	100
Pa_3_5800.G	2631702;2631624;2631599;2631636;2632041;2632029;2632055;2632060	2630259;2630008;2630002;2630034;2630271;2630223;2630285;2630233	8	8	ERR2224046;SRR3197700;SRR3197701;SRR3197709;SRR6960214;SRR6960215;SRR6960217;SRR6960223	25
Pa_3_5810.G	NA	NA	NA	NA	NA	NA
Pa_3_5815.G	2635795;2635890	2634474;2634463	2	2	SRR6960218;SRR6960221	10
Pa_3_5820.G	2636156	2638488	1	1	SRR6960217	100
Pa_3_5830.G	2639432	2645538	1	1	ERR2224051	75
Pa_3_5840.G	2650867;2650761	2647255;2647239	2	2	ERR2224050;SRR3197701	100
Pa_3_5850.G	2651528	2652871	1	1	ERR2224051	500
Pa_3_5860.G	NA	NA	NA	NA	NA	NA
Pa_3_5870.G	2657981;2657993	2654079;2654121	2	2	ERR2224046;ERR2224051	25
Pa_3_5880.G	NA	NA	NA	NA	NA	NA
Pa_3_5890.G	NA	NA	NA	NA	NA	NA
Pa_3_5895.G	NA	NA	NA	NA	NA	NA
Pa_3_5900.G	2666086	2667743	1	1	ERR2224050	250
Pa_3_5910.G	2670966;2670987	2667764;2667731	2	2	SRR6960217;SRR6960222	10
Pa_3_5920.G	2674706;2674706;2674707;2674703;2674662;2674658;2674660;2674662	2673754;2673753;2673753;2673738;2673999;2672907;2674024;2674024	6	6	SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR6960211;SRR6960214;SRR6960217;SRR6960222	1000
Pa_3_5930.G	NA	NA	NA	NA	NA	NA
Pa_3_5940.G	2684763	2683275	1	1	SRR3197704	10
Pa_3_5950.G	2688064;2688081;2688052	2685259;2685252;2685273	3	3	ERR2224050;ERR2224051;SRR3197710	100
Pa_3_5960.G	2688682;2688679;2688705;2688744;2688708	2690913;2690884;2690917;2690884;2690901	5	4	SRR3197710;SRR3197711;SRR6960216;SRR6960217;SRR6960222	100
Pa_3_5970.G	2691369;2691369;2691385;2691418;2691400;2691427;2691418;2691435;2691421;2691430	2694278;2694242;2694171;2694199;2694199;2694200;2694198;2694205;2694154;2694200	8	8	ERR2224046;ERR2224047;SRR3197701;SRR3197709;SRR3197710;SRR6960213;SRR6960217;SRR6960218;SRR6960219;SRR6960225	100
Pa_3_5980.G	2695936;2695914	2694442;2694503	2	2	SRR6960209;SRR6960219	100
Pa_3_5990.G	2698187;2698150;2698223;2697999;2698112;2698228	2696182;2696364;2696150;2696387;2696375;2696360	6	6	SRR3197700;SRR3197701;SRR3197702;SRR3197703;SRR6960217;SRR6960218	10
Pa_3_6000.G	2698838	2700778	1	1	SRR3197700	25
Pa_3_6010.G	2703796	2701939	1	1	ERR2224050	25
Pa_3_6020.G	2706666;2706831;2707210;2706831;2706873;2706807;2706812	2710774;2710781;2710740;2710782;2710781;2710570;2710781	6	5	ERR2224048;SRR6960209;SRR6960212;SRR6960213;SRR6960218;SRR6960219;SRR6960221	100
Pa_3_6030.G	2714562	2711460	1	1	ERR2224051	750
Pa_3_6040.G	NA	NA	NA	NA	NA	NA
Pa_3_6050.G	2717717	2716193	1	1	SRR3197708	500
Pa_3_6070.G	NA	NA	NA	NA	NA	NA
Pa_3_6080.G	NA	NA	NA	NA	NA	NA
Pa_3_6090.G	2729800	2726789	1	1	ERR2224050	25
Pa_3_6100.G	2730959;2730913	2732396;2732384	2	2	SRR6960218;SRR6960225	100
Pa_3_6110.G	NA	NA	NA	NA	NA	NA
Pa_3_6120.G	2739488;2739417;2739482	2736858;2736858;2736823	3	2	SRR6960209;SRR6960217;SRR6960222	25
Pa_3_6130.G	2740783	2740054	1	1	ERR2224050	2500
Pa_3_6140.G	2742600	2740878	1	1	SRR3197709	500
Pa_3_6150.G	2743033;2742987;2742955;2743039	2744834;2744704;2744743;2744704	4	3	SRR3197702;SRR3197703;SRR3197704;SRR3197705	10
Pa_3_6155.G	NA	NA	NA	NA	NA	NA
Pa_3_6157.G	NA	NA	NA	NA	NA	NA
Pa_3_6160.G	2756579	2755165	1	1	SRR6960213	750
Pa_3_6170.G	2763134;2762970;2762872	2758648;2758620;2758836	3	3	ERR2224050;SRR6960217;SRR6960219	10
Pa_3_6180.G	NA	NA	NA	NA	NA	NA
Pa_3_6190.G	2772259;2772263;2772339;2772356;2772339;2772324;2772342	2773598;2773530;2773832;2773610;2773610;2773614;2773605	6	6	ERR2224048;ERR2224050;SRR6960207;SRR6960213;SRR6960218;SRR6960219;SRR6960221	100
Pa_3_6200.G	2775340;2775309;2775324	2774356;2774461;2774445	3	3	ERR2224051;SRR6960208;SRR6960215	25
Pa_3_6210.G	2775641	2777534	1	1	ERR2224051	250
Pa_3_6220.G	2778676;2778671;2778622;2778643;2778868	2777712;2777747;2777682;2777665;2777569	5	5	ERR2224050;ERR2224051;SRR3197701;SRR3197704;SRR6960225	100
Pa_3_6230.G	2779070;2779103;2779070;2779129;2779175;2779123	2780714;2780757;2780733;2780764;2780758;2780754	5	6	ERR2224047;ERR2224051;SRR3197701;SRR6960209;SRR6960220;SRR6960222	25
Pa_3_6240.G	2787198;2787368;2787265	2782392;2782432;2782449	3	3	SRR3197708;SRR3197709;SRR3197710	25
Pa_3_6250.G	2787705	2790110	1	1	SRR6960215	25
Pa_3_6260.G	NA	NA	NA	NA	NA	NA
Pa_3_6270.G	NA	NA	NA	NA	NA	NA
Pa_3_6280.G	2797708	2795440	1	1	ERR2224050	75
Pa_3_6290.G	2798060	2799184	1	1	ERR2224050	500
Pa_3_6300.G	2802477;2802530;2802491;2802487	2799163;2799163;2799118;2799163	4	2	SRR3197703;SRR3197711;SRR6960209;SRR6960214	10
Pa_3_6310.G	NA	NA	NA	NA	NA	NA
Pa_3_6320.G	NA	NA	NA	NA	NA	NA
Pa_3_6330.G	NA	NA	NA	NA	NA	NA
Pa_3_6340.G	2814007;2814111;2814089	2811046;2811002;2811044	3	3	SRR6960210;SRR6960214;SRR6960222	50
Pa_3_6350.G	2815321;2814960	2818735;2818772	2	2	SRR6960216;SRR6960222	25
Pa_3_6360.G	NA	NA	NA	NA	NA	NA
Pa_3_6370.G	2822896	2820247	1	1	SRR3197710	10
Pa_3_6380.G	2827448	2823475	1	1	ERR2224051	10
Pa_3_6390.G	2829850	2827693	1	1	ERR2224051	75
Pa_3_6400.G	2830962;2831015;2830132	2834235;2834153;2834251	3	3	ERR2224047;ERR2224048;SRR6960209	100
Pa_3_6410.G	2837002	2839083	1	1	ERR2224050	250
Pa_3_6420.G	NA	NA	NA	NA	NA	NA
Pa_3_6430.G	2847350	2843942	1	1	SRR3197710	75
Pa_3_6440.G	2847921	2849498	1	1	ERR2224050	250
Pa_3_6450.G	2851085	2849649	1	1	ERR2224050	250
Pa_3_6460.G	2851326	2854041	1	1	SRR6960216	50
Pa_3_6470.G	NA	NA	NA	NA	NA	NA
Pa_3_6480.G	2858479	2862821	1	1	SRR6960225	25
Pa_3_6490.G	2864707	2863787	1	1	SRR6960219	75
Pa_3_6500.G	2865926	2869071	1	1	ERR2224048	100
Pa_3_6510.G	2870056	2868881	1	1	SRR3197701	50
Pa_3_6520.G	NA	NA	NA	NA	NA	NA
Pa_3_6530.G	NA	NA	NA	NA	NA	NA
Pa_3_6540.G	2880180;2879863;2879958;2880282	2876658;2876655;2876671;2876681	4	4	SRR6960209;SRR6960213;SRR6960218;SRR6960221	25
Pa_3_6550.G	2883726;2883774;2883802;2883652	2880870;2880652;2880581;2880852	4	4	ERR2224046;ERR2224047;ERR2224048;SRR6960223	100
Pa_3_6560.G	2886699	2889435	1	1	SRR6960222	25
Pa_3_6570.G	NA	NA	NA	NA	NA	NA
Pa_3_6580.G	2901077	2895529	1	1	ERR2224051	100
Pa_3_6590.G	2904736	2901888	1	1	SRR3197711	10
Pa_3_6600.G	2907435;2907421;2907408;2907360	2905335;2905297;2905279;2905140	4	4	ERR2224050;SRR3197701;SRR6960219;SRR6960225	25
Pa_3_6610.G	2910030;2908804	2913200;2913237	2	2	SRR6960223;SRR6960225	50
Pa_3_6620.G	2915898	2913818	1	1	SRR6960219	25
Pa_3_6630.G	2920932	2923020	1	1	SRR6960213	750
Pa_3_6640.G	2926212	2924418	1	1	ERR2224051	50
Pa_3_6650.G	2926678;2926687	2928349;2928366	2	2	SRR6960212;SRR6960225	1000
Pa_3_6660.G	2928796;2928834;2929234;2928757;2928825;2928754;2928824;2928797	2931175;2931178;2931215;2931179;2931175;2931177;2931175;2931173	8	6	SRR6960208;SRR6960210;SRR6960214;SRR6960215;SRR6960216;SRR6960222;SRR6960223;SRR6960225	25
Pa_3_6670.G	NA	NA	NA	NA	NA	NA
Pa_3_6680.G	2940020;2940026;2940028;2940021;2940019;2940039	2941649;2941653;2941653;2941656;2941653;2941653	6	3	SRR3197701;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR6960219	100
Pa_3_6690.G	2943469	2945977	1	1	ERR2224048	100
Pa_3_6700.G	2948105;2948104	2951078;2951109	2	2	ERR2224048;ERR2224049	100
Pa_3_6710.G	2954202	2951908	1	1	ERR2224048	250
Pa_3_6720.G	2957874	2956197	1	1	SRR6960219	750
Pa_3_6725.G	2960899	2959911	1	1	ERR2224050	100
Pa_3_6730.G	NA	NA	NA	NA	NA	NA
Pa_3_6740.G	2962906	2965905	1	1	ERR2224051	75
Pa_3_6745.G	2966145;2966146;2966141;2966147	2969902;2969813;2969820;2969812	4	4	SRR3197701;SRR3197710;SRR3197711;SRR6960219	25
Pa_3_6750.G	2970955	2970172	1	1	SRR3197710	1000
Pa_3_6760.G	2972459;2972555;2972618;2972559;2972615	2974557;2974625;2974684;2974628;2974900	5	5	ERR2224048;SRR6960209;SRR6960218;SRR6960219;SRR6960221	250
Pa_3_6770.G	2976772	2975207	1	1	ERR2224050	1000
Pa_3_6780.G	2979928	2977924	1	1	ERR2224050	5000
Pa_3_6790.G	NA	NA	NA	NA	NA	NA
Pa_3_6800.G	NA	NA	NA	NA	NA	NA
Pa_3_6810.G	2988525	2987159	1	1	SRR3197701	25
Pa_3_6820.G	2993434;2993373;2993321;2993324;2993397;2993404;2993374;2993362	2989596;2989572;2989626;2989659;2989652;2989602;2989576;2989486	8	8	ERR2224050;SRR3197700;SRR3197701;SRR3197702;SRR3197704;SRR3197705;SRR3197709;SRR6960218	1000
Pa_3_6830.G	3007990;3008054;3008051;3007972;3007933;3007916	3004117;3004115;3004121;3004121;3004102;3004121	6	4	ERR2224050;SRR3197700;SRR3197710;SRR6960209;SRR6960217;SRR6960221	10
Pa_3_6835.G	3009705	3013997	1	1	ERR2224051	10
Pa_3_6840.G	3014398	3015691	1	1	SRR3197703	750
Pa_3_6850.G	NA	NA	NA	NA	NA	NA
Pa_3_6860.G	NA	NA	NA	NA	NA	NA
Pa_3_6870.G	3019837;3019857;3019843;3019848;3019833;3019836;3019876	3020923;3020870;3020929;3020891;3020921;3020875;3020922	7	7	SRR3197700;SRR3197702;SRR3197703;SRR3197704;SRR3197705;SRR3197709;SRR6960213	100
Pa_3_6880.G	3021434;3021436;3021417;3021463;3021472;3021497;3021472;3021492;3021490;3021484;3021533;3021458	3024609;3024603;3024596;3024820;3024879;3024872;3024872;3024814;3024817;3024812;3024817;3024869	11	10	ERR2224046;ERR2224047;ERR2224048;SRR3197700;SRR6960209;SRR6960212;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960225	100
Pa_3_6890.G	3027125;3027235	3025074;3025346	2	2	ERR2224051;SRR3197710	100
Pa_3_6900.G	3027435	3030452	1	1	ERR2224051	250
Pa_3_6910.G	3030775	3032434	1	1	SRR6960209	50
Pa_3_6920.G	NA	NA	NA	NA	NA	NA
Pa_3_6930.G	3035885;3035845;3035837;3035849	3034193;3034137;3034195;3034160	4	4	ERR2224046;SRR6960212;SRR6960223;SRR6960225	250
Pa_3_6940.G	3038588;3038540;3038588;3038560;3038574;3038565;3038555;3038562;3038576	3037119;3037171;3037176;3037138;3037204;3037138;3037137;3037119;3037119	8	6	SRR6960208;SRR6960209;SRR6960212;SRR6960215;SRR6960217;SRR6960219;SRR6960221;SRR6960222;SRR6960223	100
Pa_3_6950.G	3040386;3040400	3042810;3043004	2	2	SRR6960213;SRR6960218	250
Pa_3_6960.G	NA	NA	NA	NA	NA	NA
Pa_3_6970.G	NA	NA	NA	NA	NA	NA
Pa_3_6980.G	NA	NA	NA	NA	NA	NA
Pa_3_6990.G	3061497;3061476;3061503;3061538;3061478;3061469;3061516	3060180;3060174;3060131;3060183;3060096;3060130;3060096	7	6	SRR3197700;SRR3197701;SRR3197710;SRR6960212;SRR6960217;SRR6960218;SRR6960223	100
Pa_3_7000.G	3063286	3062224	1	1	ERR2224051	2500
Pa_3_7010.G	NA	NA	NA	NA	NA	NA
Pa_3_7020.G	3067118	3064786	1	1	SRR3197709	25
Pa_3_7030.G	3067987;3067920;3067898	3071404;3071622;3071622	3	2	ERR2224051;SRR6960217;SRR6960222	50
Pa_3_7040.G	NA	NA	NA	NA	NA	NA
Pa_3_7050.G	3076637	3075031	1	1	ERR2224050	750
Pa_3_7060.G	3078074;3078104;3078104;3078069;3078087;3078160;3078208;3078217;3078148;3078149;3078218;3078208;3078217	3080127;3080123;3080118;3080005;3079968;3080118;3080123;3080118;3080118;3080045;3080152;3080119;3080180	10	9	SRR3197702;SRR3197704;SRR3197709;SRR3197710;SRR3197711;SRR6960209;SRR6960215;SRR6960216;SRR6960217;SRR6960219;SRR6960221;SRR6960223;SRR6960225	1000
Pa_3_7070.G	3081275	3080729	1	1	ERR2224048	10000
Pa_3_7080.G	3084617;3084732	3082061;3082069	2	2	SRR6960209;SRR6960220	10
Pa_3_7090.G	3087699	3085087	1	1	SRR6960217	250
Pa_3_7100.G	3090753	3088220	1	1	ERR2224051	25
Pa_3_7110.G	3090895	3092058	1	1	ERR2224051	250
Pa_3_7120.G	3092378	3093822	1	1	ERR2224048	100
Pa_3_7130.G	3096520	3094000	1	1	ERR2224050	75
Pa_3_7140.G	3098628	3097182	1	1	ERR2224050	1000
Pa_3_7150.G	3101681	3100323	1	1	SRR3197708	25
Pa_3_7155.G	3104605	3102149	1	1	SRR6960222	25
Pa_3_7160.G	3104793	3108039	1	1	ERR2224048	100
Pa_3_7170.G	3111887;3111991;3111528;3110959;3111515;3111402;3111405	3108726;3108781;3108784;3108535;3108799;3108787;3108795	7	7	ERR2224047;ERR2224048;SRR6960214;SRR6960215;SRR6960217;SRR6960220;SRR6960222	50
Pa_3_7180.G	3114904	3112833	1	1	SRR6960217	100
Pa_3_7190.G	NA	NA	NA	NA	NA	NA
Pa_3_7200.G	3118553;3118687	3116585;3116403	2	2	ERR2224051;SRR3197704	100
Pa_3_7210.G	3125495	3122712	1	1	SRR6960213	500
Pa_3_7220.G	3125791	3130083	1	1	SRR3197701	10
Pa_3_7225.G	3131958;3132377;3132344;3132382;3132341	3131232;3130795;3130842;3130778;3130850	5	5	ERR2224047;SRR6960212;SRR6960214;SRR6960223;SRR6960225	10
Pa_3_7230.G	3137080	3140958	1	1	ERR2224046	100
Pa_3_7240.G	3142328	3145462	1	1	ERR2224051	75
Pa_3_7250.G	3146938	3145531	1	1	SRR3197700	25
Pa_3_7260.G	3148906	3147699	1	1	ERR2224051	750
Pa_3_7270.G	3150965	3149155	1	1	ERR2224050	7500
Pa_3_7280.G	3155130;3155097;3155044;3155013;3155039;3155028;3155021;3155043;3155039;3155060;3155043;3155033;3155034;3155043;3155004	3151310;3151376;3151207;3151243;3151178;3151196;3151177;3151196;3151176;3151245;3151173;3151245;3151243;3151171;3151194	12	12	ERR2224047;ERR2224051;SRR6960209;SRR6960211;SRR6960212;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960219;SRR6960220;SRR6960221;SRR6960222;SRR6960223;SRR6960225	100
Pa_3_7290.G	3164248;3164171;3164494	3162625;3162594;3162648	3	3	ERR2224050;SRR6960212;SRR6960223	100
Pa_3_7300.G	3167029;3167031	3170388;3170390	2	2	SRR6960217;SRR6960222	100
Pa_3_7310.G	3170564	3171305	1	1	SRR3197710	250
Pa_3_7320.G	3172856	3171337	1	1	ERR2224046	25
Pa_3_7330.G	3173110	3175290	1	1	SRR6960217	25
Pa_3_7340.G	3176532;3176610	3178964;3178965	2	2	SRR3197701;SRR3197703	100
Pa_3_7350.G	3180963	3183493	1	1	ERR2224048	50
Pa_3_7360.G	NA	NA	NA	NA	NA	NA
Pa_3_7370.G	3190648;3190583	3187499;3187493	2	2	ERR2224051;SRR3197710	250
Pa_3_7380.G	3196545	3193545	1	1	ERR2224050	2500
Pa_3_7390.G	3207347	3200168	1	1	ERR2224050	25
Pa_3_7400.G	NA	NA	NA	NA	NA	NA
Pa_3_7410.G	NA	NA	NA	NA	NA	NA
Pa_3_7420.G	NA	NA	NA	NA	NA	NA
Pa_3_7430.G	3217566;3217537;3217551;3217518;3217536;3217531;3217545;3217518;3217515;3217524;3217534;3217523;3217531;3217582;3217535;3217524;3217548	3216836;3216848;3216846;3216791;3216755;3216791;3216791;3216791;3216791;3216791;3216791;3216791;3216791;3216791;3216786;3216791;3216791	14	6	SRR3197705;SRR3197708;SRR3197709;SRR6960208;SRR6960209;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960223;SRR6960225	100
Pa_3_7440.G	3217775;3217802;3217802;3217816;3217766	3220662;3220736;3220672;3220661;3220662	4	4	SRR3197701;SRR6960217;SRR6960218;SRR6960219;SRR6960222	25
Pa_3_7500.G	3222774;3222718;3222701;3222848	3225022;3225017;3224999;3225007	4	4	ERR2224046;ERR2224050;SRR3197700;SRR6960219	100
Pa_3_7450.G	3225308	3227453	1	1	SRR3197710	25
Pa_3_7460.G	3229643	3227434	1	1	SRR6960219	20000
Pa_3_7470.G	3232138;3232062;3232104;3232106;3232101	3230307;3230276;3230320;3230293;3230295	5	5	SRR3197710;SRR6960213;SRR6960218;SRR6960219;SRR6960221	250
Pa_3_7480.G	3232699	3235162	1	1	ERR2224048	100
Pa_3_7490.G	3238067;3238066;3237982;3237932	3235219;3235152;3235184;3235181	4	4	ERR2224051;SRR6960213;SRR6960218;SRR6960219	75
Pa_3_7504.G	3238331;3238390	3239217;3239213	2	2	SRR3197708;SRR3197709	25
Pa_3_7501.G	3241583	3239303	1	1	SRR3197710	250
Pa_3_7510.G	NA	NA	NA	NA	NA	NA
Pa_3_7520.G	NA	NA	NA	NA	NA	NA
Pa_3_7530.G	3248880;3248967	3250701;3250645	2	2	ERR2224050;ERR2224051	250
Pa_3_7540.G	3252422;3252907	3250609;3250667	2	2	SRR6960216;SRR6960222	100
Pa_3_7550.G	3255456;3255455;3255393;3255400;3255387;3255399	3253083;3253229;3253083;3253076;3253075;3253067	6	5	ERR2224048;ERR2224050;SRR3197710;SRR6960217;SRR6960221;SRR6960222	250
Pa_3_7560.G	3255833	3257654	1	1	ERR2224050	100
Pa_3_7570.G	3258328	3261639	1	1	SRR3197710	25
Pa_3_7580.G	3265442;3265450;3265628;3265831;3265127;3265472;3265457;3264789;3265774;3265221;3265792;3265111	3262876;3262865;3262581;3262579;3262516;3262769;3262741;3262769;3262516;3262716;3262732;3262492	12	10	ERR2224047;ERR2224049;ERR2224051;SRR3197710;SRR6960209;SRR6960214;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960223	25
Pa_3_7590.G	3266496	3267460	1	1	ERR2224050	75
Pa_3_7600.G	3267623	3270919	1	1	ERR2224051	10
Pa_3_7610.G	3271511;3271653	3276199;3276206	2	2	SRR3197705;SRR6960225	50
Pa_3_7615.G	NA	NA	NA	NA	NA	NA
Pa_3_7620.G	3279082	3277440	1	1	SRR3197701	50
Pa_3_7630.G	3279278;3279295;3279317	3280774;3280778;3280809	3	3	ERR2224050;SRR6960219;SRR6960221	1000
Pa_3_7640.G	3281934	3295480	1	1	ERR2224051	250
Pa_3_7650.G	3299629	3303436	1	1	ERR2224049	100
Pa_3_7660.G	3307131	3303784	1	1	ERR2224050	750
Pa_3_7670.G	3309906	3312060	1	1	SRR3197700	25
Pa_3_7680.G	NA	NA	NA	NA	NA	NA
Pa_3_7685.G	NA	NA	NA	NA	NA	NA
Pa_3_7690.G	3317983	3319763	1	1	SRR3197710	1000
Pa_3_7700.G	3324468;3324407;3324413;3324413;3324434;3324384;3324378;3324402;3324390;3324390	3322505;3322482;3322254;3322484;3322223;3322473;3322209;3322721;3322474;3322480	8	10	ERR2224050;SRR3197701;SRR3197703;SRR3197704;SRR3197705;SRR6960209;SRR6960212;SRR6960217;SRR6960219;SRR6960222	100
Pa_3_7710.G	3330031	3326368	1	1	ERR2224051	100
Pa_3_7720.G	3335387	3331197	1	1	SRR3197708	10
Pa_3_7730.G	3338927	3337186	1	1	SRR6960217	75
Pa_3_7740.G	NA	NA	NA	NA	NA	NA
Pa_3_7750.G	3343797	3342315	1	1	ERR2224050	5000
Pa_3_7760.G	3347095	3344249	1	1	ERR2224048	100
Pa_3_7770.G	3347535	3349400	1	1	ERR2224048	100
Pa_3_7775.G	NA	NA	NA	NA	NA	NA
Pa_3_7780.G	NA	NA	NA	NA	NA	NA
Pa_3_7790.G	3355726	3351847	1	1	ERR2224050	100
Pa_3_7810.G	3358639;3358669;3358723;3358724;3358771	3364814;3364741;3364809;3364817;3364785	5	5	ERR2224048;ERR2224051;SRR6960217;SRR6960219;SRR6960221	100
Pa_3_7820.G	3364438;3364405	3366413;3366420	2	2	SRR6960223;SRR6960225	100
